Part number,Part link,Package link,Product status,OPN,Infineon package,Package name,Qualification,VDS max,ID  (@25°C) max,Technology,Polarity,Datasheet link,VGS(th),VGS(th) min,VGS(th) max,RDS (on) (@10V) max,QG (typ @10V),Budgetary Price €/1k,QG (typ @10V) max,RDS (on) (@4.5V) max,QG (typ @4.5V),QG (typ @4.5V) max
IPB60R160P6,https://www.infineon.com/part/IPB60R160P6,https://www.infineon.com/package/PG-TO263-3-2,active,IPB60R160P6ATMA1,PG-TO263-3,D2PAK,Industrial,600 V,23.8 A,CoolMOS™ P6,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipb60r160p6-ds-en.pdf,4 V,3.5 V,4.5 V,160 mΩ,44 nC,1.2 ,,,,
IPA60R099C7,https://www.infineon.com/part/IPA60R099C7,https://www.infineon.com/package/PG-TO220-3-253,active,IPA60R099C7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,600 V,12 A,CoolMOS™ C7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa60r099c7-datasheet-en.pdf,3.5 V,3 V,4 V,99 mΩ,42 nC,2.09 ,,,,
IPA60R180C7,https://www.infineon.com/part/IPA60R180C7,https://www.infineon.com/package/PG-TO220-3-111,active,IPA60R180C7XKSA1,PG-TO220-3,TO220 FullPAK ,Industrial,600 V,9 A,CoolMOS™ C7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa60r180c7-datasheet-en.pdf,3.5 V,3 V,4 V,180 mΩ,24 nC,1.02 ,,,,
IPD60R180C7,https://www.infineon.com/part/IPD60R180C7,https://www.infineon.com/package/PG-TO252-3-313,active,IPD60R180C7ATMA1,PG-TO252-3,DPAK,Industrial,600 V,13 A,CoolMOS™ C7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd60r180c7-datasheet-en.pdf,3.5 V,3 V,4 V,180 mΩ,24 nC,0.89 ,,,,
IPW60R060C7,https://www.infineon.com/part/IPW60R060C7,https://www.infineon.com/package/PG-TO247-3-44,active,IPW60R060C7XKSA1,PG-TO247-3,TO247,Industrial,600 V,35 A,CoolMOS™ C7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipw60r060c7-ds-en.pdf,3.5 V,3 V,4 V,60 mΩ,68 nC,3.54 ,,,,
IPL60R185C7,https://www.infineon.com/part/IPL60R185C7,https://www.infineon.com/package/PG-VSON-4-1,active,IPL60R185C7AUMA1,PG-VSON-4,Thin-PAK 8x8,Industrial,600 V,13 A,CoolMOS™ C7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipl60r185c7-ds-en.pdf,3.5 V,3 V,4 V,185 mΩ,24 nC,1.06 ,,,,
IPZ60R017C7,https://www.infineon.com/part/IPZ60R017C7,https://www.infineon.com/package/PG-TO247-4-1,active,IPZ60R017C7XKSA1,PG-TO247-4,TO247 4-pin,Industrial,600 V,109 A,CoolMOS™ C7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipz60r017c7-ds-en.pdf,3.5 V,3 V,4 V,17 mΩ,240 nC,10.48 ,,,,
IPW60R017C7,https://www.infineon.com/part/IPW60R017C7,https://www.infineon.com/package/PG-TO247-3-41,active,IPW60R017C7XKSA1,PG-TO247-3,TO247,Industrial,600 V,109 A,CoolMOS™ C7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipw60r017c7-ds-en.pdf,3.5 V,3 V,4 V,17 mΩ,240 nC,10.09 ,,,,
IPN50R1K4CE,https://www.infineon.com/part/IPN50R1K4CE,https://www.infineon.com/package/PG-SOT223-3-1,active,IPN50R1K4CEATMA1,PG-SOT223-3,SOT-223-3,Standard,500 V,3.1 A,CoolMOS™ CE,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipn50r1k4ce-ds-en.pdf,3 V,2.5 V,3.5 V,1400 mΩ,8.2 nC,0.12 ,,,,
IPN50R2K0CE,https://www.infineon.com/part/IPN50R2K0CE,https://www.infineon.com/package/PG-SOT223-3-1,active,IPN50R2K0CEATMA1,PG-SOT223-3,SOT-223-3,Standard,500 V,2.4 A,CoolMOS™ CE,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipn50r2k0ce-ds-en.pdf,3 V,2.5 V,3.5 V,2000 mΩ,6 nC,0.11 ,,,,
IPP80R1K4P7,https://www.infineon.com/part/IPP80R1K4P7,https://www.infineon.com/package/PG-TO220-3-123,active,IPP80R1K4P7XKSA1,PG-TO220-3,TO220,Industrial,800 V,4 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp80r1k4p7-ds-en.pdf,3 V,2.5 V,3.5 V,1400 mΩ,10 nC,0.41 ,,,,
IPB60R040C7,https://www.infineon.com/part/IPB60R040C7,https://www.infineon.com/package/PG-TO263-3-1,active,IPB60R040C7ATMA1,PG-TO263-3,D2PAK,Industrial,600 V,50 A,CoolMOS™ C7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipb60r040c7-ds-en.pdf,3.5 V,3 V,4 V,40 mΩ,107 nC,4.74 ,,,,
IPB60R099C7,https://www.infineon.com/part/IPB60R099C7,https://www.infineon.com/package/PG-TO263-3-2,active,IPB60R099C7ATMA1,PG-TO263-3,D2PAK,Industrial,600 V,22 A,CoolMOS™ C7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipb60r099c7-ds-en.pdf,3.5 V,3 V,4 V,99 mΩ,42 nC,2.09 ,,,,
IPB60R180C7,https://www.infineon.com/part/IPB60R180C7,https://www.infineon.com/package/PG-TO263-3-2,active,IPB60R180C7ATMA1,PG-TO263-3,D2PAK,Industrial,600 V,13 A,CoolMOS™ C7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipb60r180c7-ds-en.pdf,3.5 V,3 V,4 V,180 mΩ,24 nC,1.04 ,,,,
IPB60R060C7,https://www.infineon.com/part/IPB60R060C7,https://www.infineon.com/package/PG-TO263-3-2,active,IPB60R060C7ATMA1,PG-TO263-3,D2PAK,Industrial,600 V,35 A,CoolMOS™ C7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipb60r060c7-ds-en.pdf,3.5 V,3 V,4 V,60 mΩ,68 nC,3.16 ,,,,
IPT60R050G7,https://www.infineon.com/part/IPT60R050G7,https://www.infineon.com/package/PG-HSOF-8-2,active,IPT60R050G7XTMA1,PG-HSOF-8,TOLL,Industrial,600 V,44 A,CoolMOS™ G7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipt60r050g7-datasheet-en.pdf,3.5 V,3 V,4 V,50 mΩ,68 nC,3.98 ,,,,
IPT60R028G7,https://www.infineon.com/part/IPT60R028G7,https://www.infineon.com/package/PG-HSOF-8-2,active,IPT60R028G7XTMA1,PG-HSOF-8,TOLL,Industrial,600 V,75 A,CoolMOS™ G7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipt60r028g7-datasheet-en.pdf,3.5 V,3 V,4 V,28 mΩ,123 nC,8.48 ,,,,
IPT60R102G7,https://www.infineon.com/part/IPT60R102G7,https://www.infineon.com/package/PG-HSOF-8-2,active,IPT60R102G7XTMA1,PG-HSOF-8,TOLL,Industrial,600 V,23 A,CoolMOS™ G7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipt60r102g7-datasheet-en.pdf,3.5 V,3 V,4 V,102 mΩ,34 nC,1.86 ,,,,
IPT60R080G7,https://www.infineon.com/part/IPT60R080G7,https://www.infineon.com/package/PG-HSOF-8-2,active,IPT60R080G7XTMA1,PG-HSOF-8,TOLL,Industrial,600 V,29 A,CoolMOS™ G7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipt60r080g7-datasheet-en.pdf,3.5 V,3 V,4 V,80 mΩ,42 nC,2.49 ,,,,
IPW60R037P7,https://www.infineon.com/part/IPW60R037P7,https://www.infineon.com/package/PG-TO247-3-41,active,IPW60R037P7XKSA1,PG-TO247-3,TO247,Industrial,600 V,76 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipw60r037p7-ds-en.pdf,3.5 V,3 V,4 V,37 mΩ,121 nC,3.98 ,,,,
IPP60R180P7,https://www.infineon.com/part/IPP60R180P7,https://www.infineon.com/package/PG-TO220-3-123,active,IPP60R180P7XKSA1,PG-TO220-3,TO220,Industrial,600 V,18 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp60r180p7-ds-en.pdf,3.5 V,3 V,4 V,180 mΩ,25 nC,0.83 ,,,,
IPA60R180P7,https://www.infineon.com/part/IPA60R180P7,https://www.infineon.com/package/PG-TO220-3-317,active,IPA60R180P7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,600 V,18 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa60r180p7-datasheet-en.pdf,3.5 V,3 V,4 V,180 mΩ,25 nC,0.83 ,,,,
IPD60R600P7,https://www.infineon.com/part/IPD60R600P7,https://www.infineon.com/package/PG-TO252-3-342,active,IPD60R600P7ATMA1,PG-TO252-3,DPAK,Industrial,600 V,6 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd60r600p7-datasheet-en.pdf,3.5 V,3 V,4 V,600 mΩ,9 nC,0.34 ,,,,
IPD60R180P7,https://www.infineon.com/part/IPD60R180P7,https://www.infineon.com/package/PG-TO252-3-342,active,IPD60R180P7ATMA1,PG-TO252-3,DPAK,Industrial,600 V,18 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd60r180p7-datasheet-en.pdf,3.5 V,3 V,4 V,180 mΩ,25 nC,0.68 ,,,,
IPW60R120P7,https://www.infineon.com/part/IPW60R120P7,https://www.infineon.com/package/PG-TO247-3-44,active,IPW60R120P7XKSA1,PG-TO247-3,TO247,Industrial,600 V,29 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipw60r120p7-ds-en.pdf,3.5 V,3 V,4 V,120 mΩ,36 nC,1.55 ,,,,
IPW60R060P7,https://www.infineon.com/part/IPW60R060P7,https://www.infineon.com/package/PG-TO247-3-41,active,IPW60R060P7XKSA1,PG-TO247-3,TO247,Industrial,600 V,48 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipw60r060p7-ds-en.pdf,3.5 V,3 V,4 V,60 mΩ,67 nC,2.9 ,,,,
IPW60R080P7,https://www.infineon.com/part/IPW60R080P7,https://www.infineon.com/package/PG-TO247-3-41,active,IPW60R080P7XKSA1,PG-TO247-3,TO247,Industrial,600 V,40 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipw60r080p7-ds-en.pdf,3.5 V,3 V,4 V,80 mΩ,51 nC,2.29 ,,,,
IPW60R099P7,https://www.infineon.com/part/IPW60R099P7,https://www.infineon.com/package/PG-TO247-3-41,active,IPW60R099P7XKSA1,PG-TO247-3,TO247,Industrial,600 V,34 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipw60r099p7-ds-en.pdf,3.5 V,3 V,4 V,99 mΩ,"45 nC, 45 nC",1.78 ,,,,
IPD80R2K0P7,https://www.infineon.com/part/IPD80R2K0P7,https://www.infineon.com/package/PG-TO252-3-342,active,IPD80R2K0P7ATMA1,PG-TO252-3,DPAK,Industrial,800 V,3 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd80r2k0p7-datasheet-en.pdf,3 V,2.5 V,3.5 V,2000 mΩ,9 nC,0.28 ,,,,
IPU80R2K0P7,https://www.infineon.com/part/IPU80R2K0P7,https://www.infineon.com/package/PG-TO251-3-341,active,IPU80R2K0P7AKMA1,PG-TO251-3,IPAK,Industrial,800 V,3 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipu80r2k0p7-datasheet-en.pdf,3 V,2.5 V,3.5 V,2000 mΩ,9 nC,0.28 ,,,,
IPU80R900P7,https://www.infineon.com/part/IPU80R900P7,https://www.infineon.com/package/PG-TO251-3-341,active,IPU80R900P7AKMA1,PG-TO251-3,IPAK,Industrial,800 V,6 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipu80r900p7-datasheet-en.pdf,3 V,2.5 V,3.5 V,900 mΩ,15 nC,0.42 ,,,,
IPA60R600P7,https://www.infineon.com/part/IPA60R600P7,https://www.infineon.com/package/PG-TO220-3-317,active,IPA60R600P7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,600 V,6 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa60r600p7-datasheet-en.pdf,3.5 V,3 V,4 V,600 mΩ,9 nC,0.44 ,,,,
IPA80R750P7,https://www.infineon.com/part/IPA80R750P7,https://www.infineon.com/package/PG-TO220-3-317,active,IPA80R750P7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,800 V,7 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa80r750p7-datasheet-en.pdf,3 V,2.5 V,3.5 V,750 mΩ,17 nC,0.53 ,,,,
IPD80R750P7,https://www.infineon.com/part/IPD80R750P7,https://www.infineon.com/package/PG-TO252-3-341,active,IPD80R750P7ATMA1,PG-TO252-3,DPAK,Industrial,800 V,7 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd80r750p7-datasheet-en.pdf,3 V,2.5 V,3.5 V,750 mΩ,17 nC,0.46 ,,,,
IPA60R180P7S,https://www.infineon.com/part/IPA60R180P7S,https://www.infineon.com/package/PG-TO220-3-312,active,IPA60R180P7SXKSA1,PG-TO220-3,TO220 FullPAK,Standard,600 V,18 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa60r180p7s-datasheet-en.pdf,3.5 V,3 V,4 V,180 mΩ,25 nC,0.56 ,,,,
IPD60R180P7S,https://www.infineon.com/part/IPD60R180P7S,https://www.infineon.com/package/PG-TO252-3-344,active,IPD60R180P7SAUMA1,PG-TO252-3,DPAK,Standard,600 V,18 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd60r180p7s-datasheet-en.pdf,3.5 V,3 V,4 V,180 mΩ,25 nC,0.47 ,,,,
IPD60R600P7S,https://www.infineon.com/part/IPD60R600P7S,https://www.infineon.com/package/PG-TO252-3-344,active,IPD60R600P7SAUMA1,PG-TO252-3,DPAK,Standard,600 V,6 A,CoolMOS™ P7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd60r600p7s-datasheet-en.pdf,3.5 V,3 V,4 V,600 mΩ,9 nC,0.21 ,,,,
IPA60R280CFD7,https://www.infineon.com/part/IPA60R280CFD7,https://www.infineon.com/package/PG-TO220-3-317,active,IPA60R280CFD7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,600 V,6 A,CoolMOS™ CFD7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa60r280cfd7-datasheet-en.pdf,4 V,3.5 V,4.5 V,280 mΩ,18 nC,0.85 ,,,,
IPD60R170CFD7,https://www.infineon.com/part/IPD60R170CFD7,https://www.infineon.com/package/PG-TO252-3-341,active,IPD60R170CFD7ATMA1,PG-TO252-3,DPAK,Industrial,600 V,14 A,CoolMOS™ CFD7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd60r170cfd7-datasheet-en.pdf,4 V,3.5 V,4.5 V,170 mΩ,28 nC,0.84 ,,,,
IPL60R185CFD7,https://www.infineon.com/part/IPL60R185CFD7,https://www.infineon.com/package/PG-VSON-4-1,active,IPL60R185CFD7AUMA1,PG-VSON-4,Thin-PAK 8x8,Industrial,600 V,14 A,CoolMOS™ CFD7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipl60r185cfd7-ds-en.pdf,4 V,3.5 V,4.5 V,185 mΩ,28 nC,1 ,,,,
IPP60R170CFD7,https://www.infineon.com/part/IPP60R170CFD7,https://www.infineon.com/package/PG-TO220-3-123,active,IPP60R170CFD7XKSA1,PG-TO220-3,TO220,Industrial,600 V,14 A,CoolMOS™ CFD7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp60r170cfd7-ds-en.pdf,4 V,3.5 V,4.5 V,170 mΩ,28 nC,0.97 ,,,,
IPW60R031CFD7,https://www.infineon.com/part/IPW60R031CFD7,https://www.infineon.com/package/PG-TO247-3-41,active,IPW60R031CFD7XKSA1,PG-TO247-3,TO247,Industrial,600 V,63 A,CoolMOS™ CFD7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipw60r031cfd7-ds-en.pdf,4 V,3.5 V,4.5 V,31 mΩ,141 nC,4.86 ,,,,
IPW60R070CFD7,https://www.infineon.com/part/IPW60R070CFD7,https://www.infineon.com/package/PG-TO247-3-41,active,IPW60R070CFD7XKSA1,PG-TO247-3,TO247,Industrial,600 V,31 A,CoolMOS™ CFD7,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipw60r070cfd7-ds-en.pdf,4 V,3.5 V,4.5 V,70 mΩ,67 nC,2.67 ,,,,
