"Part Number","Datasheet","Description","Life-cycle","Polarity","VDSS(V)","VGSS(V)","ID(A)","PD(W)","Ciss(pF)","Qg(nC)","QOSS(nC)","trr(ns)","Qrr(nC)","RDS(ON)Max(Ω)|VGS|=1.2V","RDS(ON)Max(Ω)|VGS|=1.5V","RDS(ON)Max(Ω)|VGS|=1.8V","RDS(ON)Max(Ω)|VGS|=2.5V","RDS(ON)Max(Ω)|VGS|=4V","RDS(ON)Max(Ω)|VGS|=4.5V","RDS(ON)Max(Ω)|VGS|=6V","RDS(ON)Max(Ω)|VGS|=8V","RDS(ON)Max(Ω)|VGS|=10V","RDS(ON)Max(Ω)|VGS|=18V","Number of pins","Surface mount package","Toshiba Package Name","Generation","Type","Width x Length x Height(mm)","Package Size(mm^2)","Drive voltage type"
"SSM3K16FS","Datasheet","N-ch MOSFET, 20 V, 0.1 A, 3.0 Ω@4V, SOT-416(SSM)","","N-ch","20","+/-10","0.1","0.1","9.3","","","","","","15","","4.0","3.0","","","","","","3","Y","SOT-416 (SSM)","π-MOSⅥ","","1.6 x 1.6 x 0.7","2.56","Low Voltage Gate Drive"
"SSM3K16FU","Datasheet","N-ch MOSFET, 20 V, 0.1 A, 3.0 Ω@4V, SOT-323(USM)","","N-ch","20","+/-10","0.1","0.15","9.3","","","","","","15","","4.0","3.0","","","","","","3","Y","SOT-323 (USM)","π-MOSⅥ","","2.0 x 2.1 x 0.9","4.20","Low Voltage Gate Drive"
"SSM3K16FV","Datasheet","N-ch MOSFET, 20 V, 0.1 A, 3.0 Ω@4V, SOT-723(VESM)","","N-ch","20","+/-10","0.1","0.15","9.3","","","","","","15","","4.0","3.0","","","","","","3","Y","SOT-723 (VESM)","π-MOSⅥ","","1.2 x 1.2 x 0.5","1.44","Low Voltage Gate Drive"
"SSM3K17FU","Datasheet","N-ch MOSFET, 50 V, 0.1 A, 20 Ω@4V, SOT-323(USM)","","N-ch","50","+/-7","0.1","0.15","7.0","","","","","","","","40","20","","","","","","3","Y","SOT-323 (USM)","π-MOSⅤ","","2.0 x 2.1 x 0.9","4.20","Low Voltage Gate Drive"
"SSM3K2615R","Datasheet","N-ch MOSFET, 60 V, 2.0 A, 0.3 Ω@10V, SOT-23F","","N-ch","60","+/-20","2.0","1.0","150","6.0","","","","","","","","0.44","","","","0.3","","3","Y","SOT-23F","π-MOSⅤ","","2.9 x 2.4 x 0.8","6.96","Low Voltage Gate Drive"
"SSM3K2615TU","Datasheet","N-ch MOSFET, 60 V, 2.0 A, 0.3 Ω@10V, SOT-323F(UFM)","","N-ch","60","+/-20","2.0","0.8","150","6.0","","","","","","","","0.44","","","","0.3","","3","Y","SOT-323F (UFM)","π-MOSⅤ","","2.0 x 2.1 x 0.7","4.20","Low Voltage Gate Drive"
"SSM3K318R","Datasheet","N-ch MOSFET, 60 V, 2.5 A, 0.107 Ω@10V, SOT-23F","","N-ch","60","+/-20","2.5","1.0","235","7.0","","","","","","","","","0.145","","","0.107","","3","Y","SOT-23F","U-MOSⅣ","","2.9 x 2.4 x 0.8","6.96","Logic-Level Gate Drive"
"SSM3K324R","Datasheet","N-ch MOSFET, 30 V, 4.0 A, 0.056 Ω@4.5V, SOT-23F","","N-ch","30","+/-12","4.0","1.0","200","2.2","","","","","","0.109","0.072","","0.056","","","","","3","Y","SOT-23F","U-MOSⅦ-H","","2.9 x 2.4 x 0.8","6.96","Low Voltage Gate Drive"
"SSM3K333R","Datasheet","N-ch MOSFET, 30 V, 6.0 A, 0.028 Ω@10V, SOT-23F","","N-ch","30","+/-20","6.0","1.0","436","3.4","","","","","","","","","0.042","","","0.028","","3","Y","SOT-23F","U-MOSⅦ-H","","2.9 x 2.4 x 0.8","6.96","Logic-Level Gate Drive"
"SSM3K335R","Datasheet","N-ch MOSFET, 30 V, 6.0 A, 0.038 Ω@10V, SOT-23F","","N-ch","30","+/-20","6.0","1.0","340","2.7","","","","","","","","","0.056","","","0.038","","3","Y","SOT-23F","U-MOSⅦ-H","","2.9 x 2.4 x 0.8","6.96","Logic-Level Gate Drive"
"SSM3K336R","Datasheet","N-ch MOSFET, 30 V, 3.0 A, 0.095 Ω@10V, SOT-23F","","N-ch","30","+/-20","3.0","1.0","126","1.7","","","","","","","","","0.14","","","0.095","","3","Y","SOT-23F","U-MOSⅦ-H","","2.9 x 2.4 x 0.8","6.96","Logic-Level Gate Drive"
"SSM3K337R","Datasheet","N-ch MOSFET + Active Clamp Zener, 38 V, 2.0 A, 0.15 Ω@10V, SOT-23F","","N-ch + Active Clamp Zener","38","+/-20","2.0","1.0","120","3.0","","","","","","","","0.2","0.176","","","0.15","","3","Y","SOT-23F","U-MOSⅣ","Built-in Active Clamp Zener","2.9 x 2.4 x 0.8","6.96","Logic-Level Gate Drive"
"SSM3K339R","Datasheet","N-ch MOSFET, 40 V, 2.0 A, 0.198 Ω@4.5V, SOT-23F","","N-ch","40","+/-12","2.0","1.0","130","1.1","","","","","","0.39","0.238","","0.198","","0.185","","","3","Y","SOT-23F","U-MOSⅦ-H","","2.9 x 2.4 x 0.8","6.96","Low Voltage Gate Drive"
"SSM3K341R","Datasheet","N-ch MOSFET, 60 V, 6.0 A, 0.036 Ω@10V, SOT-23F","","N-ch","60","+/-20","6.0","1.2","550","9.3","","","","","","","","0.069","0.051","","","0.036","","3","Y","SOT-23F","U-MOSⅧ-H","","2.9 x 2.4 x 0.8","6.96","Logic-Level Gate Drive"
"SSM3K341TU","Datasheet","N-ch MOSFET, 60 V, 6.0 A, 0.036 Ω@10V, SOT-323F(UFM)","","N-ch","60","+/-20","6.0","1.0","550","9.3","","","","","","","","0.069","0.051","","","0.036","","3","Y","SOT-323F (UFM)","U-MOSⅧ-H","","2.0 x 2.1 x 0.7","4.20","Logic-Level Gate Drive"
"SSM3K344R","Datasheet","N-ch MOSFET, 20 V, 3.0 A, 0.071 Ω@4.5V, SOT-23F","","N-ch","20","+/-8","3.0","1.0","153","2.0","","","","","0.232","0.139","0.091","","0.071","","","","","3","Y","SOT-23F","U-MOSⅦ-H","","2.9 x 2.4 x 0.8","6.96","Low Voltage Gate Drive"
"SSM3K345R","Datasheet","N-ch MOSFET, 20 V, 4.0 A, 0.033 Ω@4.5V, SOT-23F","","N-ch","20","+/-8","4.0","1.0","410","3.6","","","","","0.108","0.074","0.045","","0.033","","","","","3","Y","SOT-23F","U-MOSⅥ","","2.9 x 2.4 x 0.8","6.96","Low Voltage Gate Drive"
"SSM3K347R","Datasheet","N-ch MOSFET + Active Clamp Zener, 38 V, 2.0 A, 0.34 Ω@10V, SOT-23F","","N-ch + Active Clamp Zener","38","+/-20","2.0","1.0","86","2.5","","","","","","","","0.48","0.41","","","0.34","","3","Y","SOT-23F","U-MOSⅣ","Built-in Active Clamp Zener","2.9 x 2.4 x 0.8","6.96","Logic-Level Gate Drive"
"SSM3K357R","Datasheet","N-ch MOSFET, 60 V, 0.65 A, SOT-23F","","N-ch","60","+/-12","0.65","1.0","43","1.5","","","","","","","","","","","","","","3","Y","SOT-23F","π-MOSⅤ","","2.9 x 2.4 x 0.8","6.96","Low Voltage Gate Drive"
"SSM3K35AFS","Datasheet","N-ch MOSFET, 20 V, 0.25 A, 1.1 Ω@4.5V, SOT-416(SSM)","","N-ch","20","+/-10","0.25","0.15","18","0.34","","","","9.0","3.1","2.4","1.6","","1.1","","","","","3","Y","SOT-416 (SSM)","U-MOSⅢ","","1.6 x 1.6 x 0.7","2.56","Low Voltage Gate Drive"
"SSM3K35AMFV","Datasheet","N-ch MOSFET, 20 V, 0.25 A, 1.1 Ω@4.5V, SOT-723(VESM)","","N-ch","20","+/-10","0.25","0.15","18","0.34","","","","9.0","3.1","2.4","1.6","","1.1","","","","","3","Y","SOT-723 (VESM)","U-MOSⅢ","","1.2 x 1.2 x 0.5","1.44","Low Voltage Gate Drive"
"SSM3K35CT","Datasheet","N-ch MOSFET, 20 V, 0.18 A, 3.0 Ω@4V, SOT-883(CST3)","","N-ch","20","+/-10","0.18","0.1","9.5","","","","","20","8.0","","4.0","3.0","","","","","","3","Y","SOT-883 (CST3)","π-MOSⅥ","","1.0 x 0.6 x 0.38","0.60","Low Voltage Gate Drive"
"SSM3K35CTC","Datasheet","N-ch MOSFET, 20 V, 0.25 A, 1.1 Ω@4.5V, CST3C","","N-ch","20","+/-10","0.25","0.5","18","0.34","","","","9.0","3.1","2.4","1.6","","1.1","","","","","3","Y","CST3C","U-MOSⅢ","","0.8 x 0.6 x 0.38","0.48","Low Voltage Gate Drive"
"SSM3K35FS","Datasheet","N-ch MOSFET, 20 V, 0.18 A, 3.0 Ω@4V, SOT-416(SSM)","","N-ch","20","+/-10","0.18","0.1","9.5","","","","","20","8.0","","4.0","3.0","","","","","","3","Y","SOT-416 (SSM)","π-MOSⅥ","","1.6 x 1.6 x 0.7","2.56","Low Voltage Gate Drive"
"SSM3K35MFV","Datasheet","N-ch MOSFET, 20 V, 0.18 A, 3.0 Ω@4V, SOT-723(VESM)","","N-ch","20","+/-10","0.18","0.15","9.5","","","","","20","8.0","","4.0","3.0","","","","","","3","Y","SOT-723 (VESM)","π-MOSⅥ","","1.2 x 1.2 x 0.5","1.44","Low Voltage Gate Drive"
"SSM3K361R","Datasheet","N-ch MOSFET, 100 V, 3.5 A, 0.069 Ω@10V, SOT-23F","","N-ch","100","+/-20","3.5","1.2","430","3.2","","","","","","","","","0.092","","","0.069","","3","Y","SOT-23F","U-MOSⅧ-H","","2.9 x 2.4 x 0.8","6.96","Logic-Level Gate Drive"
"SSM3K361TU","Datasheet","N-ch MOSFET, 100 V, 3.5 A, 0.069 Ω@10V, SOT-323F(UFM)","","N-ch","100","+/-20","3.5","1.0","430","3.2","","","","","","","","","0.092","","","0.069","","3","Y","SOT-323F (UFM)","U-MOSⅧ-H","","2.0 x 2.1 x 0.7","4.20","Logic-Level Gate Drive"
"SSM3K36FS","Datasheet","N-ch MOSFET, 20 V, 0.5 A, 0.66 Ω@4.5V, SOT-416(SSM)","","N-ch","20","+/-10","0.5","0.15","46","1.23","","","","","1.52","1.14","0.85","","0.66","","","","","3","Y","SOT-416 (SSM)","U-MOSⅢ","","1.6 x 1.6 x 0.7","2.56","Low Voltage Gate Drive"
"SSM3K36MFV","Datasheet","N-ch MOSFET, 20 V, 0.5 A, 0.66 Ω@4.5V, SOT-723(VESM)","","N-ch","20","+/-10","0.5","0.15","46","1.23","","","","","1.52","1.14","0.85","","0.66","","","","","3","Y","SOT-723 (VESM)","U-MOSⅢ","","1.2 x 1.2 x 0.5","1.44","Low Voltage Gate Drive"
"SSM3K36TU","Datasheet","N-ch MOSFET, 20 V, 0.5 A, 0.66 Ω@4.5V, SOT-323F(UFM)","","N-ch","20","+/-10","0.5","0.5","46","1.23","","","","","1.52","1.14","0.85","","0.66","","","","","3","Y","SOT-323F (UFM)","U-MOSⅢ","","2.0 x 2.1 x 0.7","4.20","Low Voltage Gate Drive"
"SSM3K376R","Datasheet","N-ch MOSFET, 30 V, 4.0 A, 0.056 Ω@4.5V, SOT-23F","","N-ch","30","+12/-8","4.0","1.0","200","2.2","","","","","","0.109","0.072","","0.056","","","","","3","Y","SOT-23F","U-MOSⅦ-H","","2.9 x 2.4 x 0.8","6.96","Low Voltage Gate Drive"
"SSM3K37CT","Datasheet","N-ch MOSFET, 20 V, 0.2 A, 2.2 Ω@4.5V, SOT-883(CST3)","","N-ch","20","+/-10","0.2","0.1","12","","","","","","5.6","4.05","3.02","","2.2","","","","","3","Y","SOT-883 (CST3)","U-MOSⅢ","","1.0 x 0.6 x 0.38","0.60","Low Voltage Gate Drive"
"SSM3K37FS","Datasheet","N-ch MOSFET, 20 V, 0.2 A, 2.2 Ω@4.5V, SOT-416(SSM)","","N-ch","20","+/-10","0.2","0.1","12","","","","","","5.6","4.05","3.02","","2.2","","","","","3","Y","SOT-416 (SSM)","U-MOSⅢ","","1.6 x 1.6 x 0.7","2.56","Low Voltage Gate Drive"
"SSM3K37MFV","Datasheet","N-ch MOSFET, 20 V, 0.25 A, 2.2 Ω@4.5V, SOT-723(VESM)","","N-ch","20","+/-10","0.25","0.15","12","","","","","","5.6","4.05","3.02","","2.2","","","","","3","Y","SOT-723 (VESM)","U-MOSⅢ","","1.2 x 1.2 x 0.5","1.44","Low Voltage Gate Drive"
"SSM3K44FS","Datasheet","N-ch MOSFET, 30 V, 0.1 A, 4.0 Ω@4V, SOT-416(SSM)","","N-ch","30","+/-20","0.1","0.15","8.5","","","","","","","","7.0","4.0","","","","","","3","Y","SOT-416 (SSM)","π-MOSⅥ","","1.6 x 1.6 x 0.7","2.56","Low Voltage Gate Drive"
"SSM3K44MFV","Datasheet","N-ch MOSFET, 30 V, 0.1 A, 4.0 Ω@4V, SOT-723(VESM)","","N-ch","30","+/-20","0.1","0.15","8.5","","","","","","","","7.0","4.0","","","","","","3","Y","SOT-723 (VESM)","π-MOSⅥ","","1.2 x 1.2 x 0.5","1.44","Low Voltage Gate Drive"
"SSM3K48FU","Datasheet","N-ch MOSFET, 30 V, 0.1 A, 3.2 Ω@4V, SOT-323(USM)","","N-ch","30","+/-20","0.1","0.15","15.1","","","","","","","","5.4","3.2","","","","","","3","Y","SOT-323 (USM)","U-MOSⅢ","","2.0 x 2.1 x 0.9","4.20","Low Voltage Gate Drive"
"SSM3K56ACT","Datasheet","N-ch MOSFET, 20 V, 1.4 A, 0.235 Ω@4.5V, SOT-883(CST3)","","N-ch","20","+/-8","1.4","0.5","55","1.0","","","","","0.84","0.48","0.3","","0.235","","","","","3","Y","SOT-883 (CST3)","U-MOSⅦ-H","","1.0 x 0.6 x 0.38","0.60","Low Voltage Gate Drive"
"SSM3K56CT","Datasheet","N-ch MOSFET, 20 V, 0.8 A, 0.235 Ω@4.5V, SOT-883(CST3)","","N-ch","20","+/-8","0.8","0.5","55","1.0","","","","","0.84","0.48","0.3","","0.235","","","","","3","Y","SOT-883 (CST3)","U-MOSⅦ-H","","1.0 x 0.6 x 0.38","0.60","Low Voltage Gate Drive"
"SSM3K56FS","Datasheet","N-ch MOSFET, 20 V, 0.8 A, 0.235 Ω@4.5V, SOT-416(SSM)","","N-ch","20","+/-8","0.8","0.15","55","1.0","","","","","0.84","0.48","0.3","","0.235","","","","","3","Y","SOT-416 (SSM)","U-MOSⅦ-H","","1.6 x 1.6 x 0.7","2.56","Low Voltage Gate Drive"
"SSM3K56MFV","Datasheet","N-ch MOSFET, 20 V, 0.8 A, 0.235 Ω@4.5V, SOT-723(VESM)","","N-ch","20","+/-8","0.8","0.15","55","1.0","","","","","0.84","0.48","0.3","","0.235","","","","","3","Y","SOT-723 (VESM)","U-MOSⅦ-H","","1.2 x 1.2 x 0.5","1.44","Low Voltage Gate Drive"
"SSM3K62TU","Datasheet","N-ch MOSFET, 20 V, 0.8 A, 0.057 Ω@4.5V, SOT-323F(UFM)","","N-ch","20","+/-8","0.8","0.5","177","2.0","","","","0.432","0.139","0.089","0.068","","0.057","","","","","3","Y","SOT-323F (UFM)","U-MOSⅦ-H","","2.0 x 2.1 x 0.7","4.20","Low Voltage Gate Drive"
"SSM3K7002CFU","Datasheet","N-ch MOSFET, 60 V, 0.17 A, 3.9 Ω@10V, SOT-323(USM)","","N-ch","60","+/-20","0.17","0.15","11","0.27","","","","","","","","","4.7","","","3.9","","3","Y","SOT-323 (USM)","U-MOSⅦ-H","","2.0 x 2.1 x 0.9","4.20","Logic-Level Gate Drive"
"SSM3K7002KF","Datasheet","N-ch MOSFET, 60 V, 0.4 A, 1.5 Ω@10V, SOT-346(S-Mini)","","N-ch","60","+/-20","0.4","0.27","26","0.39","","","","","","","","","1.75","","","1.5","","3","Y","SOT-346 (S-Mini)","U-MOSⅦ-H","","2.9 x 2.5 x 1.1","7.25","Logic-Level Gate Drive"
"SSM3K7002KFU","Datasheet","N-ch MOSFET, 60 V, 0.4 A, 1.5 Ω@10V, SOT-323(USM)","","N-ch","60","+/-20","0.4","0.15","26","0.39","","","","","","","","","1.75","","","1.5","","3","Y","SOT-323 (USM)","U-MOSⅦ-H","","2.0 x 2.1 x 0.9","4.20","Logic-Level Gate Drive"
"SSM3K72CFS","Datasheet","N-ch MOSFET, 60 V, 0.17 A, 3.9 Ω@10V, SOT-416(SSM)","","N-ch","60","+/-20","0.17","0.15","11","0.27","","","","","","","","","4.7","","","3.9","","3","Y","SOT-416 (SSM)","U-MOSⅦ-H","","1.6 x 1.6 x 0.7","2.56","Logic-Level Gate Drive"
"SSM3K72CTC","Datasheet","N-ch MOSFET, 60 V, 0.15 A, 3.9 Ω@10V, CST3C","","N-ch","60","+/-20","0.15","0.5","11","0.27","","","","","","","","","4.7","","","3.9","","3","Y","CST3C","U-MOSⅦ-H","","0.8 x 0.6 x 0.38","0.48","Low Voltage Gate Drive"
"SSM3K72KCT","Datasheet","N-ch MOSFET, 60 V, 0.4 A, 1.5 Ω@10V, SOT-883(CST3)","","N-ch","60","+/-20","0.4","0.5","26","0.39","","","","","","","","","1.75","","","1.5","","3","Y","SOT-883 (CST3)","U-MOSⅦ-H","","1.0 x 0.6 x 0.38","0.60","Logic-Level Gate Drive"
"SSM3K72KFS","Datasheet","N-ch MOSFET, 60 V, 0.3 A, 1.5 Ω@10V, SOT-416(SSM)","","N-ch","60","+/-20","0.3","0.15","26","0.39","","","","","","","","","1.75","","","1.5","","3","Y","SOT-416 (SSM)","U-MOSⅦ-H","","1.6 x 1.6 x 0.7","2.56","Logic-Level Gate Drive"
"SSM3K79CT","Datasheet","N-ch MOSFET, low leakage current, 30 V, 0.1 A, 3.6 Ω@4 V, CST3","New Product","N-ch","30","+/-20","0.1","0.1","13.5","","","","","","","","6.0","3.6","","","","","","3","Y","SOT-883 (CST3)","U-MOSⅢ","","1.0 x 0.6 x 0.38","0.60","Low Voltage Gate Drive"
"SSM3K79CTC","Datasheet","N-ch MOSFET, low leakage current, 30 V, 0.1 A, 3.6 Ω@4 V, CST3C","New Product","N-ch","30","+/-20","0.1","0.5","13.5","","","","","","","","6.0","3.6","","","","","","3","Y","CST3C","U-MOSⅢ","","0.8 x 0.6 x 0.38","0.48","Low Voltage Gate Drive"
"SSM3K79FS","Datasheet","N-ch MOSFET, low leakage current, 30 V, 0.1 A, 3.6 Ω@4 V, SSM","New Product","N-ch","30","+/-20","0.1","0.1","13.5","","","","","","","","6.0","3.6","","","","","","3","Y","SOT-416 (SSM)","U-MOSⅢ","","1.6 x 1.6 x 0.7","2.56","Low Voltage Gate Drive"
"SSM3K79FU","Datasheet","N-ch MOSFET, low leakage current, 30 V, 0.1 A, 3.6 Ω@4 V, USM","New Product","N-ch","30","+/-20","0.1","0.15","13.5","","","","","","","","6.0","3.6","","","","","","3","Y","SOT-323 (USM)","U-MOSⅢ","","2.0 x 2.1 x 0.9","4.20","Low Voltage Gate Drive"
"SSM3K79MFV","Datasheet","N-ch MOSFET, low leakage current, 30 V, 0.1 A, 3.6 Ω@4 V, VESM","New Product","N-ch","30","+/-20","0.1","0.15","13.5","","","","","","","","6.0","3.6","","","","","","3","Y","SOT-723 (VESM)","U-MOSⅢ","","1.2 x 1.2 x 0.5","1.44","Low Voltage Gate Drive"
"SSM5N15FE","Datasheet","N-ch x 2 MOSFET, 30 V, 0.1 A, 4.0 Ω@4V, SOT-553(ESV)","","N-ch x 2","30","+/-20","0.1","0.15","7.8","","","","","","","","7.0","4.0","","","","","","5","Y","SOT-553 (ESV)","π-MOSⅥ","","1.6 x 1.6 x 0.55","2.56","Low Voltage Gate Drive"
"SSM5N15FU","Datasheet","N-ch x 2 MOSFET, 30 V, 0.1 A, 4.0 Ω@4V, SOT-353(USV)","","N-ch x 2","30","+/-20","0.1","0.2","7.8","","","","","","","","7.0","4.0","","","","","","5","Y","SOT-353 (USV)","π-MOSⅥ","","2.0 x 2.1 x 0.9","4.20","Low Voltage Gate Drive"
"SSM5N16FE","Datasheet","N-ch x 2 MOSFET, 20 V, 0.1 A, 3.0 Ω@4V, SOT-553(ESV)","","N-ch x 2","20","+/-10","0.1","0.15","9.3","","","","","","15","","4.0","3.0","","","","","","5","Y","SOT-553 (ESV)","π-MOSⅥ","","1.6 x 1.6 x 0.55","2.56","Low Voltage Gate Drive"
"SSM5N16FU","Datasheet","N-ch x 2 MOSFET, 20 V, 0.1 A, 3.0 Ω@4V, SOT-353(USV)","","N-ch x 2","20","+/-10","0.1","0.2","9.3","","","","","","15","","4.0","3.0","","","","","","5","Y","SOT-353 (USV)","π-MOSⅥ","","2.0 x 2.1 x 0.9","4.20","Low Voltage Gate Drive"
"SSM5P15FU","Datasheet","P-ch x 2 MOSFET, -30 V, -0.1 A, 12 Ω@4V, SOT-353(USV)","","P-ch x 2","-30","+/-20","-0.1","0.2","9.1","","","","","","","","32","12","","","","","","5","Y","SOT-353 (USV)","π-MOSⅥ","","2.0 x 2.1 x 0.9","4.20","Low Voltage Gate Drive"
"SSM5P16FE","Datasheet","P-ch x 2 MOSFET, -20 V, -0.1 A, 8.0 Ω@4V, SOT-553(ESV)","","P-ch x 2","-20","+/-10","-0.1","0.15","11","","","","","","45","","12","8.0","","","","","","5","Y","SOT-553 (ESV)","π-MOSⅥ","","1.6 x 1.6 x 0.55","2.56","Low Voltage Gate Drive"
"SSM6J207FE","Datasheet","P-ch MOSFET, -30 V, -1.4 A, 0.251 Ω@10V, SOT-563(ES6)","","P-ch","-30","+/-20","-1.4","0.5","137","","","","","","","","","0.491","","","","0.251","","6","Y","SOT-563 (ES6)","U-MOSⅡ","","1.6 x 1.6 x 0.55","2.56","Logic-Level Gate Drive"
"SSM6J212FE","Datasheet","P-ch MOSFET, -20 V, -4.0 A, 0.0407 Ω@4.5V, SOT-563(ES6)","","P-ch","-20","+/-8","-4.0","0.5","970","14.1","","","","","0.094","0.0654","0.049","","0.0407","","","","","6","Y","SOT-563 (ES6)","U-MOSⅥ","","1.6 x 1.6 x 0.55","2.56","Low Voltage Gate Drive"
"SSM6J213FE","Datasheet","P-ch MOSFET, -20 V, -2.6 A, 0.103 Ω@4.5V, SOT-563(ES6)","","P-ch","-20","+/-8","-2.6","0.5","290","4.7","","","","","0.25","0.178","0.133","","0.103","","","","","6","Y","SOT-563 (ES6)","U-MOSⅥ","","1.6 x 1.6 x 0.55","2.56","Low Voltage Gate Drive"
"SSM6J214FE","Datasheet","P-ch MOSFET, -30 V, -3.6 A, 0.05 Ω@10V, SOT-563(ES6)","","P-ch","-30","+/-12","-3.6","0.5","560","7.9","","","","","","0.1496","0.0776","","0.057","","","0.05","","6","Y","SOT-563 (ES6)","U-MOSⅥ","","1.6 x 1.6 x 0.55","2.56","Low Voltage Gate Drive"
"SSM6J215FE","Datasheet","P-ch MOSFET, -20 V, -3.4 A, 0.059 Ω@4.5V, SOT-563(ES6)","","P-ch","-20","+/-8","-3.4","0.5","630","10.4","","","","","0.154","0.104","0.079","","0.059","","","","","6","Y","SOT-563 (ES6)","U-MOSⅥ","","1.6 x 1.6 x 0.55","2.56","Low Voltage Gate Drive"
"SSM6J216FE","Datasheet","P-ch MOSFET, -12 V, -4.8 A, 0.032 Ω@4.5V, SOT-563(ES6)","","P-ch","-12","+/-8","-4.8","0.5","1040","12.7","","","","","0.0881","0.056","0.0393","","0.032","","","","","6","Y","SOT-563 (ES6)","U-MOSⅥ","","1.6 x 1.6 x 0.55","2.56","Low Voltage Gate Drive"
"SSM6J401TU","Datasheet","P-ch MOSFET, -30 V, -2.5 A, 0.073 Ω@10V, SOT-363F(UF6)","","P-ch","-30","+/-20","-2.5","0.5","730","16","","","","","","","","0.145","","","","0.073","","6","Y","SOT-363F (UF6)","U-MOSⅢ","","2.0 x 2.1 x 0.7","4.20","Logic-Level Gate Drive"
"SSM6J402TU","Datasheet","P-ch MOSFET, -30 V, -2.0 A, 0.117 Ω@10V, SOT-363F(UF6)","","P-ch","-30","+/-20","-2.0","0.5","280","5.3","","","","","","","","0.225","","","","0.117","","6","Y","SOT-363F (UF6)","U-MOSⅡ","","2.0 x 2.1 x 0.7","4.20","Logic-Level Gate Drive"
"SSM6J410TU","Datasheet","P-ch MOSFET, -30 V, -2.1 A, 0.216 Ω@10V, SOT-363F(UF6)","","P-ch","-30","+/-20","-2.1","0.5","120","2.9","","","","","","","","0.393","","","","0.216","","6","Y","SOT-363F (UF6)","U-MOSⅢ","","2.0 x 2.1 x 0.7","4.20","Logic-Level Gate Drive"
"SSM6J412TU","Datasheet","P-ch MOSFET, -20 V, -4.0 A, 0.0427 Ω@4.5V, SOT-363F(UF6)","","P-ch","-20","+/-8","-4.0","1.0","840","12.8","","","","","0.0996","0.0678","0.0514","","0.0427","","","","","6","Y","SOT-363F (UF6)","U-MOSⅥ","","2.0 x 2.1 x 0.7","4.20","Low Voltage Gate Drive"
"SSM6J414TU","Datasheet","P-ch MOSFET, -20 V, -6.0 A, 0.0225 Ω@4.5V, SOT-363F(UF6)","","P-ch","-20","+/-8","-6.0","1.0","1650","23.1","","","","","0.054","0.036","0.026","","0.0225","","","","","6","Y","SOT-363F (UF6)","U-MOSⅥ","","2.0 x 2.1 x 0.7","4.20","Low Voltage Gate Drive"
"SSM6J422TU","Datasheet","P-ch MOSFET, -20 V, -4.0 A, 0.0427 Ω@4.5V, SOT-363F(UF6)","","P-ch","-20","+6/-8","-4.0","1.0","840","12.8","","","","","0.0996","0.0678","0.0514","","0.0427","","","","","6","Y","SOT-363F (UF6)","U-MOSⅥ","","2.0 x 2.1 x 0.7","4.20","Low Voltage Gate Drive"
"SSM6J424TU","Datasheet","P-ch MOSFET, -20 V, -6.0 A, 0.0225 Ω@4.5V, SOT-363F(UF6)","","P-ch","-20","+6/-8","-6.0","1.0","1650","23.1","","","","","0.054","0.036","0.026","","0.0225","","","","","6","Y","SOT-363F (UF6)","U-MOSⅥ","","2.0 x 2.1 x 0.7","4.20","Low Voltage Gate Drive"
"SSM6J501NU","Datasheet","P-ch MOSFET, -20 V, -10 A, 0.0153 Ω@4.5V, SOT-1220(UDFN6B)","","P-ch","-20","+/-8","-10","1.0","2600","29.9","","","","","0.043","0.0265","0.019","","0.0153","","","","","6","Y","SOT-1220 (UDFN6B)","U-MOSⅥ","","2.0 x 2.0 x 0.75","4.00","Low Voltage Gate Drive"
"SSM6J502NU","Datasheet","P-ch MOSFET, -20 V, -6.0 A, 0.0231 Ω@4.5V, SOT-1220(UDFN6B)","","P-ch","-20","+/-8","-6.0","1.0","1800","24.8","","","","","0.0605","0.0384","0.0283","","0.0231","","","","","6","Y","SOT-1220 (UDFN6B)","U-MOSⅥ","","2.0 x 2.0 x 0.75","4.00","Low Voltage Gate Drive"
"SSM6J503NU","Datasheet","P-ch MOSFET, -20 V, -6.0 A, 0.0324 Ω@4.5V, SOT-1220(UDFN6B)","","P-ch","-20","+/-8","-6.0","1.0","840","12.8","","","","","0.0896","0.0579","0.0417","","0.0324","","","","","6","Y","SOT-1220 (UDFN6B)","U-MOSⅥ","","2.0 x 2.0 x 0.75","4.00","Low Voltage Gate Drive"
"SSM6J505NU","Datasheet","P-ch MOSFET, -12 V, -12 A, 0.012 Ω@4.5V, SOT-1220(UDFN6B)","","P-ch","-12","+/-6","-12","1.25","2700","37.6","","","","0.061","0.03","0.021","0.016","","0.012","","","","","6","Y","SOT-1220 (UDFN6B)","U-MOSⅥ","","2.0 x 2.0 x 0.75","4.00","Low Voltage Gate Drive"
"SSM6J507NU","Datasheet","P-ch MOSFET, -30 V, -10 A, 0.02 Ω@10V, SOT-1220(UDFN6B)","","P-ch","-30","+20/-25","-10","1.25","1150","13.6","","","","","","","","0.032","0.028","","","0.02","","6","Y","SOT-1220 (UDFN6B)","U-MOSⅥ","","2.0 x 2.0 x 0.75","4.00","Logic-Level Gate Drive"
